field_1,EMD_CD,EMD_ENG_NM,EMD_KOR_NM,SIG_CD,SIG_ENG_NM,SIG_KOR_NM,CTPRVN_CD,CTP_ENG_NM,CTP_KOR_NM,SeoulRoadLength,SeoulRoadCount
311,11410112,Daehyeon-dong,대현동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,6033.38126447297,70
312,11410113,Daesin-dong,대신동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,4662.9551279091,29
313,11410114,Sinchon-dong,신촌동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,3274.49397239512,26
314,11410115,Bongwon-dong,봉원동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,1850.25803482354,19
315,11410116,Changcheon-dong,창천동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,18781.8767871779,194
316,11410117,Yeonhui-dong,연희동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,61273.2967673729,533
317,11410118,Hongeun-dong,홍은동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,53982.906752573,559
318,11410119,Bukgajwa-dong,북가좌동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,40655.4240266496,392
319,11410120,Namgajwa-dong,남가좌동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,25379.7518471486,231
320,11440101,Ahyeon-dong,아현동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,16932.3970477333,172
321,11440102,Gongdeok-dong,공덕동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,21958.7261127212,265
322,11440103,Singongdeok-dong,신공덕동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,6038.80853202152,78
323,11440104,Dohwa-dong,도화동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,12661.8284062131,113
324,11440105,Yonggang-dong,용강동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,6751.29209681409,54
325,11440106,Tojeong-dong,토정동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,1656.47449420358,11
326,11440107,Mapo-dong,마포동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,4881.98825588648,48
327,11440108,Daeheung-dong,대흥동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,14730.6560147366,180
328,11440109,Yeomni-dong,염리동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,11712.4573700939,149
329,11440110,Nogosan-dong,노고산동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,13233.3937855379,163
330,11440111,Sinsu-dong,신수동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,13542.9979709701,147
331,11440112,Hyeonseok-dong,현석동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,3260.79142683904,26
332,11440113,Gusu-dong,구수동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,1376.75400033857,18
333,11440114,Changjeon-dong,창전동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,8641.8759585146,75
334,11440115,Sangsu-dong,상수동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,11294.5674531016,112
335,11440116,Hajung-dong,하중동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,999.456319418588,9
336,11440117,Sinjeong-dong,신정동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,2141.48355804563,15
337,11440118,Dangin-dong,당인동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,3507.60711763295,31
338,11440120,Seogyo-dong,서교동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,38875.6288715091,373
339,11440121,Donggyo-dong,동교동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,14508.125286254,150
340,11440122,Hapjeong-dong,합정동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,29904.5191607289,245
341,11440123,Mangwon-dong,망원동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,39158.6077281759,367
342,11440124,Yeonnam-dong,연남동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,24122.8816203386,286
343,11440125,Seongsan-dong,성산동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,51381.1437466998,370
344,11440126,Jung-dong,중동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,6706.54551536785,63
345,11440127,Sangam-dong,상암동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,42537.6324124173,113
346,11470101,Sinjeong-dong,신정동,11470,Yangcheon-gu,양천구,11,Seoul,서울특별시,85393.5279326289,365
347,11470102,Mok-dong,목동,11470,Yangcheon-gu,양천구,11,Seoul,서울특별시,77839.0918019859,386
348,11470103,Sinwol-dong,신월동,11470,Yangcheon-gu,양천구,11,Seoul,서울특별시,88922.580253478,421
349,11500101,Yeomchang-dong,염창동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,23927.3025266557,89
350,11500102,Deungchon-dong,등촌동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,43786.917461551,263
351,11500103,Hwagok-dong,화곡동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,164801.595108888,1229
352,11500104,Gayang-dong,가양동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,25413.6345324237,85
353,11500105,Magok-dong,마곡동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,40373.9845785206,98
354,11500106,Naebalsan-dong,내발산동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,24607.5211226116,152
355,11500107,Oebalsan-dong,외발산동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,9026.67823103864,28
356,11500108,Gonghang-dong,공항동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,30350.9680061243,231
357,11500109,Banghwa-dong,방화동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,66723.4711020515,465
358,11500110,Gaehwa-dong,개화동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,25487.5618238487,95
359,11500111,Gwahae-dong,과해동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,4590.41803660459,6
360,11500112,Ogok-dong,오곡동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,4163.1221822507,8
361,11500113,Osoe-dong,오쇠동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,1974.38220870792,4
362,11530101,Sindorim-dong,신도림동,11530,Guro-gu,구로구,11,Seoul,서울특별시,24040.4687696237,124
363,11530102,Guro-dong,구로동,11530,Guro-gu,구로구,11,Seoul,서울특별시,123078.128166509,1035
364,11530103,Garibong-dong,가리봉동,11530,Guro-gu,구로구,11,Seoul,서울특별시,17037.9209798352,247
365,11530106,Gocheok-dong,고척동,11530,Guro-gu,구로구,11,Seoul,서울특별시,43506.0166390353,387
366,11530107,Gaebong-dong,개봉동,11530,Guro-gu,구로구,11,Seoul,서울특별시,62502.0244318508,464
367,11530108,Oryu-dong,오류동,11530,Guro-gu,구로구,11,Seoul,서울특별시,33588.2385891038,303
368,11530109,Gung-dong,궁동,11530,Guro-gu,구로구,11,Seoul,서울특별시,18568.9088213953,124
369,11530110,Onsu-dong,온수동,11530,Guro-gu,구로구,11,Seoul,서울특별시,8896.85395726892,61
370,11530111,Cheonwang-dong,천왕동,11530,Guro-gu,구로구,11,Seoul,서울특별시,8058.95738281187,31
371,11530112,Hang-dong,항동,11530,Guro-gu,구로구,11,Seoul,서울특별시,9499.58079792114,24
372,11545101,Gasan-dong,가산동,11545,Geumcheon-gu,금천구,11,Seoul,서울특별시,40692.0999295656,170
373,11545102,Doksan-dong,독산동,11545,Geumcheon-gu,금천구,11,Seoul,서울특별시,94986.3417944666,865
374,11545103,Siheung-dong,시흥동,11545,Geumcheon-gu,금천구,11,Seoul,서울특별시,91767.2928422709,903
375,11560101,Yeongdeungpo-dong,영등포동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,12034.3528520017,144
376,11560102,Yeongdeungpo-dong 1(il)-ga,영등포동1가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,2359.1459025904,19
377,11560103,Yeongdeungpo-dong 2(i)-ga,영등포동2가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,8043.8057389446,62
378,11560104,Yeongdeungpo-dong 3(sam)-ga,영등포동3가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,4194.35483483356,47
379,11560105,Yeongdeungpo-dong 4(sa)-ga,영등포동4가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,4240.41442297402,49
380,11560106,Yeongdeungpo-dong 5(o)-ga,영등포동5가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,3712.35050883386,46
381,11560107,Yeongdeungpo-dong 6(yuk)-ga,영등포동6가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,4154.43360618924,57
382,11560108,Yeongdeungpo-dong 7(chil)-ga,영등포동7가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,6944.3590998349,60
383,11560109,Yeongdeungpo-dong 8(pal)-ga,영등포동8가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,3678.76948786225,52
384,11560110,Yeouido-dong,여의도동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,45589.8215573028,67
385,11560111,Dangsan-dong 1(il)-ga,당산동1가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,7708.57548202403,90
386,11560112,Dangsan-dong 2(i)-ga,당산동2가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,3396.28943589632,47
387,11560113,Dangsan-dong 3(sam)-ga,당산동3가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,7946.67470393274,74
388,11560114,Dangsan-dong 4(sa)-ga,당산동4가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,5644.16333455936,56
389,11560115,Dangsan-dong 5(o)-ga,당산동5가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,2554.40960911185,22
390,11560116,Dangsan-dong 6(yuk)-ga,당산동6가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,5900.58020851808,52
391,11560117,Dangsan-dong,당산동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,8925.73320278304,28
392,11560118,Dorim-dong,도림동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,21042.3894911701,260
393,11560119,Mullae-dong 1(il)-ga,문래동1가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,6084.96761214301,67
394,11560120,Mullae-dong 2(i)-ga,문래동2가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,5119.47196627913,45
395,11560121,Mullae-dong 3(sam)-ga,문래동3가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,10205.1683550492,77
396,11560122,Mullae-dong 4(sa)-ga,문래동4가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,9301.89440850707,108
397,11560123,Mullae-dong 5(o)-ga,문래동5가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,5687.37834851983,26
398,11560124,Mullae-dong 6(yuk)-ga,문래동6가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,6184.31495291612,29
399,11560125,Yangpyeong-dong 1(il)-ga,양평동1가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,8496.61831829713,98
400,11560126,Yangpyeong-dong 2(i)-ga,양평동2가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,4057.89543147631,38
401,11560127,Yangpyeong-dong 3(sam)-ga,양평동3가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,9031.49439870794,61
402,11560128,Yangpyeong-dong 4(sa)-ga,양평동4가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,8425.60791202951,74
403,11560129,Yangpyeong-dong 5(o)-ga,양평동5가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,5676.36630885393,36
404,11560130,Yangpyeong-dong 6(yuk)-ga,양평동6가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,3230.6974126683,15
405,11560131,Yanghwa-dong,양화동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,6964.83926116783,8
406,11560132,Singil-dong,신길동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,109171.719560052,1156
407,11560133,Daerim-dong,대림동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,64642.4511215647,546
408,11560134,Yangpyeong-dong,양평동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,7853.61367757645,7
409,11590101,Noryangjin-dong,노량진동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,34246.4611106379,319
410,11590102,Sangdo-dong,상도동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,78178.0596770626,663
411,11590103,Sangdo 1(il)-dong,상도1동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,10256.1658773694,81
412,11590104,Bon-dong,본동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,12316.2800280757,61
413,11590105,Heukseok-dong,흑석동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,30207.7766266094,260
414,11590106,Dongjak-dong,동작동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,7098.84004549335,31
415,11590107,Sadang-dong,사당동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,73813.7575411818,585
416,11590108,Daebang-dong,대방동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,25714.0490345378,208
417,11590109,Sindaebang-dong,신대방동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,31174.027923056,273
418,11620101,Bongcheon-dong,봉천동,11620,Gwanak-gu,관악구,11,Seoul,서울특별시,158754.485854462,1587
419,11620102,Sillim-dong,신림동,11620,Gwanak-gu,관악구,11,Seoul,서울특별시,239082.988689903,2221
420,11620103,Namhyeon-dong,남현동,11620,Gwanak-gu,관악구,11,Seoul,서울특별시,18897.7669000641,122
421,11650101,Bangbae-dong,방배동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,114901.967133971,777
422,11650102,Yangjae-dong,양재동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,67913.8908739363,314
423,11650103,Umyeon-dong,우면동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,29784.6645550356,80
424,11650104,Wonji-dong,원지동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,15907.7988749316,48
425,11650106,Jamwon-dong,잠원동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,29722.8996860691,127
426,11650107,Banpo-dong,반포동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,51842.6337921745,282
427,11650108,Seocho-dong,서초동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,98553.6796693119,476
428,11650109,Naegok-dong,내곡동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,31865.9620139699,105
429,11650110,Yeomgok-dong,염곡동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,8485.06425328688,43
430,11650111,Sinwon-dong,신원동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,20873.4997441185,88
431,11680101,Yeoksam-dong,역삼동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,81944.4607562517,412
432,11680103,Gaepo-dong,개포동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,38013.1801594787,134
433,11680104,Cheongdam-dong,청담동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,39867.2637877542,169
434,11680105,Samseong-dong,삼성동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,49363.8971133333,224
435,11680106,Daechi-dong,대치동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,54993.576139242,213
436,11680107,Sinsa-dong,신사동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,40262.761451168,199
437,11680108,Nonhyeon-dong,논현동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,72752.8311730336,386
438,11680110,Apgujeong-dong,압구정동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,15735.7458496407,27
439,11680111,Segok-dong,세곡동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,13224.419319157,46
440,11680112,Jagok-dong,자곡동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,11177.9908187065,40
441,11680113,Yulhyeon-dong,율현동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,8593.16563437348,32
442,11680114,Irwon-dong,일원동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,23549.0019587126,70
443,11680115,Suseo-dong,수서동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,16132.1717927845,35
444,11680118,Dogok-dong,도곡동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,24700.4075060474,106
445,11710101,Jamsil-dong,잠실동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,50817.1097125755,135
446,11710102,Sincheon-dong,신천동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,21546.8804850143,31
447,11710103,Pungnap-dong,풍납동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,46800.1547199454,298
448,11710104,Songpa-dong,송파동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,29677.4289675667,194
449,11710105,Seokchon-dong,석촌동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,29066.8654341848,169
450,11710106,Samjeon-dong,삼전동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,25626.3400943226,136
451,11710107,Garak-dong,가락동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,49897.3148708243,215
452,11710108,Munjeong-dong,문정동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,42160.167814408,186
453,11710109,Jangji-dong,장지동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,27651.527097897,45
454,11710111,Bangi-dong,방이동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,50487.3913125319,198
455,11710112,Ogeum-dong,오금동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,34765.012837388,180
456,11710113,Geoyeo-dong,거여동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,33128.3211280349,179
457,11710114,Macheon-dong,마천동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,41506.8973005184,405
458,11740101,Myeongil-dong,명일동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,18642.8574299643,94
459,11740102,Godeok-dong,고덕동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,37614.5603600506,105
460,11740103,Sangil-dong,상일동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,20401.2744404886,60
461,11740105,Gil-dong,길동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,32811.5495176917,189
462,11740106,Dunchon-dong,둔촌동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,24467.1663938541,139
463,11740107,Amsa-dong,암사동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,51934.430103301,294
464,11740108,Seongnae-dong,성내동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,55904.1050843786,427
465,11740109,Cheonho-dong,천호동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,72835.6764488848,544
466,11740110,Gangil-dong,강일동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,16315.9673456235,36
