field_1,EMD_CD,EMD_ENG_NM,EMD_KOR_NM,SIG_CD,SIG_ENG_NM,SIG_KOR_NM,CTPRVN_CD,CTP_ENG_NM,CTP_KOR_NM,SubwayStationCount
237,11290101,Seongbuk-dong,성북동,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
238,11290102,Seongbuk-dong 1(il)-ga,성북동1가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
239,11290103,Donam-dong,돈암동,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
240,11290104,Dongsomun-dong 1(il)-ga,동소문동1가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
241,11290105,Dongsomun-dong 2(i)-ga,동소문동2가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
242,11290106,Dongsomun-dong 3(sam)-ga,동소문동3가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
243,11290107,Dongsomun-dong 4(sa)-ga,동소문동4가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
244,11290108,Dongsomun-dong 5(o)-ga,동소문동5가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,2
245,11290109,Dongsomun-dong 6(yuk)-ga,동소문동6가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
246,11290110,Dongsomun-dong 7(chil)-ga,동소문동7가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
247,11290111,Samseon-dong 1(il)-ga,삼선동1가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,1
248,11290112,Samseon-dong 2(i)-ga,삼선동2가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
249,11290113,Samseon-dong 3(sam)-ga,삼선동3가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
250,11290114,Samseon-dong 4(sa)-ga,삼선동4가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
251,11290115,Samseon-dong 5(o)-ga,삼선동5가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
252,11290116,Dongseon-dong 1(il)-ga,동선동1가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
253,11290117,Dongseon-dong 2(i)-ga,동선동2가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
254,11290118,Dongseon-dong 3(sam)-ga,동선동3가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
255,11290119,Dongseon-dong 4(sa)-ga,동선동4가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
256,11290120,Dongseon-dong 5(o)-ga,동선동5가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
257,11290121,Anam-dong 1(il)-ga,안암동1가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
258,11290122,Anam-dong 2(i)-ga,안암동2가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
259,11290123,Anam-dong 3(sam)-ga,안암동3가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
260,11290124,Anam-dong 4(sa)-ga,안암동4가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
261,11290125,Anam-dong 5(o)-ga,안암동5가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,1
262,11290126,Bomun-dong 4(sa)-ga,보문동4가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
263,11290127,Bomun-dong 5(o)-ga,보문동5가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
264,11290128,Bomun-dong 6(yuk)-ga,보문동6가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
265,11290129,Bomun-dong 7(chil)-ga,보문동7가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
266,11290130,Bomun-dong 1(il)-ga,보문동1가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
267,11290131,Bomun-dong 2(i)-ga,보문동2가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,2
268,11290132,Bomun-dong 3(sam)-ga,보문동3가,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
269,11290133,Jeongneung-dong,정릉동,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,2
270,11290134,Gireum-dong,길음동,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,1
271,11290135,Jongam-dong,종암동,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,0
272,11290136,Hawolgok-dong,하월곡동,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,1
273,11290137,Sangwolgok-dong,상월곡동,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,1
274,11290138,Jangwi-dong,장위동,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,1
275,11290139,Seokgwan-dong,석관동,11290,Seongbuk-gu,성북구,11,Seoul,서울특별시,2
276,11305101,Mia-dong,미아동,11305,Gangbuk-gu,강북구,11,Seoul,서울특별시,5
277,11305102,Beon-dong,번동,11305,Gangbuk-gu,강북구,11,Seoul,서울특별시,1
278,11305103,Suyu-dong,수유동,11305,Gangbuk-gu,강북구,11,Seoul,서울특별시,2
279,11305104,Ui-dong,우이동,11305,Gangbuk-gu,강북구,11,Seoul,서울특별시,3
280,11320105,Ssangmun-dong,쌍문동,11320,Dobong-gu,도봉구,11,Seoul,서울특별시,0
281,11320106,Banghak-dong,방학동,11320,Dobong-gu,도봉구,11,Seoul,서울특별시,1
282,11320107,Chang-dong,창동,11320,Dobong-gu,도봉구,11,Seoul,서울특별시,4
283,11320108,Dobong-dong,도봉동,11320,Dobong-gu,도봉구,11,Seoul,서울특별시,3
284,11350102,Wolgye-dong,월계동,11350,Nowon-gu,노원구,11,Seoul,서울특별시,2
285,11350103,Gongneung-dong,공릉동,11350,Nowon-gu,노원구,11,Seoul,서울특별시,4
286,11350104,Hagye-dong,하계동,11350,Nowon-gu,노원구,11,Seoul,서울특별시,1
287,11350105,Sanggye-dong,상계동,11350,Nowon-gu,노원구,11,Seoul,서울특별시,6
288,11350106,Junggye-dong,중계동,11350,Nowon-gu,노원구,11,Seoul,서울특별시,1
289,11380101,Susaek-dong,수색동,11380,Eunpyeong-gu,은평구,11,Seoul,서울특별시,3
290,11380102,Nokbeon-dong,녹번동,11380,Eunpyeong-gu,은평구,11,Seoul,서울특별시,2
291,11380103,Bulgwang-dong,불광동,11380,Eunpyeong-gu,은평구,11,Seoul,서울특별시,2
292,11380104,Galhyeon-dong,갈현동,11380,Eunpyeong-gu,은평구,11,Seoul,서울특별시,1
293,11380105,Gusan-dong,구산동,11380,Eunpyeong-gu,은평구,11,Seoul,서울특별시,0
294,11380106,Daejo-dong,대조동,11380,Eunpyeong-gu,은평구,11,Seoul,서울특별시,3
295,11380107,Eungam-dong,응암동,11380,Eunpyeong-gu,은평구,11,Seoul,서울특별시,0
296,11380108,Yeokchon-dong,역촌동,11380,Eunpyeong-gu,은평구,11,Seoul,서울특별시,0
297,11380109,Sinsa-dong,신사동,11380,Eunpyeong-gu,은평구,11,Seoul,서울특별시,2
298,11380110,Jeungsan-dong,증산동,11380,Eunpyeong-gu,은평구,11,Seoul,서울특별시,1
299,11380114,Jingwan-dong,진관동,11380,Eunpyeong-gu,은평구,11,Seoul,서울특별시,1
300,11410101,Chungjeongno 2(i)-ga,충정로2가,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,1
301,11410102,Chungjeongno 3(sam)-ga,충정로3가,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,2
302,11410103,Hap-dong,합동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
303,11410104,Migeun-dong,미근동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
304,11410105,Naengcheon-dong,냉천동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
305,11410106,Cheonyeon-dong,천연동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
306,11410107,Okcheon-dong,옥천동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
307,11410108,Yeongcheon-dong,영천동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
308,11410109,Hyeonjeo-dong,현저동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,1
309,11410110,Bugahyeon-dong,북아현동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
310,11410111,Hongje-dong,홍제동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,2
311,11410112,Daehyeon-dong,대현동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
312,11410113,Daesin-dong,대신동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
313,11410114,Sinchon-dong,신촌동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,1
314,11410115,Bongwon-dong,봉원동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
315,11410116,Changcheon-dong,창천동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,1
316,11410117,Yeonhui-dong,연희동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
317,11410118,Hongeun-dong,홍은동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
318,11410119,Bukgajwa-dong,북가좌동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,0
319,11410120,Namgajwa-dong,남가좌동,11410,Seodaemun-gu,서대문구,11,Seoul,서울특별시,1
320,11440101,Ahyeon-dong,아현동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,2
321,11440102,Gongdeok-dong,공덕동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,2
322,11440103,Singongdeok-dong,신공덕동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
323,11440104,Dohwa-dong,도화동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,4
324,11440105,Yonggang-dong,용강동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
325,11440106,Tojeong-dong,토정동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
326,11440107,Mapo-dong,마포동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
327,11440108,Daeheung-dong,대흥동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,2
328,11440109,Yeomni-dong,염리동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
329,11440110,Nogosan-dong,노고산동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,1
330,11440111,Sinsu-dong,신수동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
331,11440112,Hyeonseok-dong,현석동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
332,11440113,Gusu-dong,구수동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
333,11440114,Changjeon-dong,창전동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,1
334,11440115,Sangsu-dong,상수동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,1
335,11440116,Hajung-dong,하중동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
336,11440117,Sinjeong-dong,신정동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
337,11440118,Dangin-dong,당인동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
338,11440120,Seogyo-dong,서교동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,1
339,11440121,Donggyo-dong,동교동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,4
340,11440122,Hapjeong-dong,합정동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,2
341,11440123,Mangwon-dong,망원동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
342,11440124,Yeonnam-dong,연남동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
343,11440125,Seongsan-dong,성산동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,2
344,11440126,Jung-dong,중동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,0
345,11440127,Sangam-dong,상암동,11440,Mapo-gu,마포구,11,Seoul,서울특별시,2
346,11470101,Sinjeong-dong,신정동,11470,Yangcheon-gu,양천구,11,Seoul,서울특별시,3
347,11470102,Mok-dong,목동,11470,Yangcheon-gu,양천구,11,Seoul,서울특별시,5
348,11470103,Sinwol-dong,신월동,11470,Yangcheon-gu,양천구,11,Seoul,서울특별시,0
349,11500101,Yeomchang-dong,염창동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,0
350,11500102,Deungchon-dong,등촌동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,2
351,11500103,Hwagok-dong,화곡동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,2
352,11500104,Gayang-dong,가양동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,1
353,11500105,Magok-dong,마곡동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,3
354,11500106,Naebalsan-dong,내발산동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,2
355,11500107,Oebalsan-dong,외발산동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,0
356,11500108,Gonghang-dong,공항동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,2
357,11500109,Banghwa-dong,방화동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,8
358,11500110,Gaehwa-dong,개화동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,1
359,11500111,Gwahae-dong,과해동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,0
360,11500112,Ogok-dong,오곡동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,0
361,11500113,Osoe-dong,오쇠동,11500,Gangseo-gu,강서구,11,Seoul,서울특별시,0
362,11530101,Sindorim-dong,신도림동,11530,Guro-gu,구로구,11,Seoul,서울특별시,3
363,11530102,Guro-dong,구로동,11530,Guro-gu,구로구,11,Seoul,서울특별시,5
364,11530103,Garibong-dong,가리봉동,11530,Guro-gu,구로구,11,Seoul,서울특별시,0
365,11530106,Gocheok-dong,고척동,11530,Guro-gu,구로구,11,Seoul,서울특별시,0
366,11530107,Gaebong-dong,개봉동,11530,Guro-gu,구로구,11,Seoul,서울특별시,1
367,11530108,Oryu-dong,오류동,11530,Guro-gu,구로구,11,Seoul,서울특별시,1
368,11530109,Gung-dong,궁동,11530,Guro-gu,구로구,11,Seoul,서울특별시,0
369,11530110,Onsu-dong,온수동,11530,Guro-gu,구로구,11,Seoul,서울특별시,2
370,11530111,Cheonwang-dong,천왕동,11530,Guro-gu,구로구,11,Seoul,서울특별시,1
371,11530112,Hang-dong,항동,11530,Guro-gu,구로구,11,Seoul,서울특별시,0
372,11545101,Gasan-dong,가산동,11545,Geumcheon-gu,금천구,11,Seoul,서울특별시,3
373,11545102,Doksan-dong,독산동,11545,Geumcheon-gu,금천구,11,Seoul,서울특별시,0
374,11545103,Siheung-dong,시흥동,11545,Geumcheon-gu,금천구,11,Seoul,서울특별시,1
375,11560101,Yeongdeungpo-dong,영등포동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,1
376,11560102,Yeongdeungpo-dong 1(il)-ga,영등포동1가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,1
377,11560103,Yeongdeungpo-dong 2(i)-ga,영등포동2가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
378,11560104,Yeongdeungpo-dong 3(sam)-ga,영등포동3가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
379,11560105,Yeongdeungpo-dong 4(sa)-ga,영등포동4가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
380,11560106,Yeongdeungpo-dong 5(o)-ga,영등포동5가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,1
381,11560107,Yeongdeungpo-dong 6(yuk)-ga,영등포동6가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
382,11560108,Yeongdeungpo-dong 7(chil)-ga,영등포동7가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
383,11560109,Yeongdeungpo-dong 8(pal)-ga,영등포동8가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
384,11560110,Yeouido-dong,여의도동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,6
385,11560111,Dangsan-dong 1(il)-ga,당산동1가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
386,11560112,Dangsan-dong 2(i)-ga,당산동2가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,1
387,11560113,Dangsan-dong 3(sam)-ga,당산동3가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,1
388,11560114,Dangsan-dong 4(sa)-ga,당산동4가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
389,11560115,Dangsan-dong 5(o)-ga,당산동5가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,1
390,11560116,Dangsan-dong 6(yuk)-ga,당산동6가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,1
391,11560117,Dangsan-dong,당산동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
392,11560118,Dorim-dong,도림동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
393,11560119,Mullae-dong 1(il)-ga,문래동1가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
394,11560120,Mullae-dong 2(i)-ga,문래동2가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
395,11560121,Mullae-dong 3(sam)-ga,문래동3가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,1
396,11560122,Mullae-dong 4(sa)-ga,문래동4가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
397,11560123,Mullae-dong 5(o)-ga,문래동5가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
398,11560124,Mullae-dong 6(yuk)-ga,문래동6가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
399,11560125,Yangpyeong-dong 1(il)-ga,양평동1가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
400,11560126,Yangpyeong-dong 2(i)-ga,양평동2가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,1
401,11560127,Yangpyeong-dong 3(sam)-ga,양평동3가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
402,11560128,Yangpyeong-dong 4(sa)-ga,양평동4가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
403,11560129,Yangpyeong-dong 5(o)-ga,양평동5가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,1
404,11560130,Yangpyeong-dong 6(yuk)-ga,양평동6가,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
405,11560131,Yanghwa-dong,양화동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
406,11560132,Singil-dong,신길동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,6
407,11560133,Daerim-dong,대림동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,1
408,11560134,Yangpyeong-dong,양평동,11560,Yeongdeungpo-gu,영등포구,11,Seoul,서울특별시,0
409,11590101,Noryangjin-dong,노량진동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,2
410,11590102,Sangdo-dong,상도동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,2
411,11590103,Sangdo 1(il)-dong,상도1동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,1
412,11590104,Bon-dong,본동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,1
413,11590105,Heukseok-dong,흑석동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,1
414,11590106,Dongjak-dong,동작동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,2
415,11590107,Sadang-dong,사당동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,5
416,11590108,Daebang-dong,대방동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,2
417,11590109,Sindaebang-dong,신대방동,11590,Dongjak-gu,동작구,11,Seoul,서울특별시,2
418,11620101,Bongcheon-dong,봉천동,11620,Gwanak-gu,관악구,11,Seoul,서울특별시,4
419,11620102,Sillim-dong,신림동,11620,Gwanak-gu,관악구,11,Seoul,서울특별시,6
420,11620103,Namhyeon-dong,남현동,11620,Gwanak-gu,관악구,11,Seoul,서울특별시,0
421,11650101,Bangbae-dong,방배동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,3
422,11650102,Yangjae-dong,양재동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,2
423,11650103,Umyeon-dong,우면동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,0
424,11650104,Wonji-dong,원지동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,0
425,11650106,Jamwon-dong,잠원동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,1
426,11650107,Banpo-dong,반포동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,7
427,11650108,Seocho-dong,서초동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,6
428,11650109,Naegok-dong,내곡동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,0
429,11650110,Yeomgok-dong,염곡동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,0
430,11650111,Sinwon-dong,신원동,11650,Seocho-gu,서초구,11,Seoul,서울특별시,1
431,11680101,Yeoksam-dong,역삼동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,7
432,11680103,Gaepo-dong,개포동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,3
433,11680104,Cheongdam-dong,청담동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,0
434,11680105,Samseong-dong,삼성동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,4
435,11680106,Daechi-dong,대치동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,4
436,11680107,Sinsa-dong,신사동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,2
437,11680108,Nonhyeon-dong,논현동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,8
438,11680110,Apgujeong-dong,압구정동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,0
439,11680111,Segok-dong,세곡동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,0
440,11680112,Jagok-dong,자곡동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,0
441,11680113,Yulhyeon-dong,율현동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,0
442,11680114,Irwon-dong,일원동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,2
443,11680115,Suseo-dong,수서동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,2
444,11680118,Dogok-dong,도곡동,11680,Gangnam-gu,강남구,11,Seoul,서울특별시,3
445,11710101,Jamsil-dong,잠실동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,4
446,11710102,Sincheon-dong,신천동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,4
447,11710103,Pungnap-dong,풍납동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,1
448,11710104,Songpa-dong,송파동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,0
449,11710105,Seokchon-dong,석촌동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,3
450,11710106,Samjeon-dong,삼전동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,0
451,11710107,Garak-dong,가락동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,6
452,11710108,Munjeong-dong,문정동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,1
453,11710109,Jangji-dong,장지동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,3
454,11710111,Bangi-dong,방이동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,5
455,11710112,Ogeum-dong,오금동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,1
456,11710113,Geoyeo-dong,거여동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,1
457,11710114,Macheon-dong,마천동,11710,Songpa-gu,송파구,11,Seoul,서울특별시,1
458,11740101,Myeongil-dong,명일동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,2
459,11740102,Godeok-dong,고덕동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,0
460,11740103,Sangil-dong,상일동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,1
461,11740105,Gil-dong,길동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,1
462,11740106,Dunchon-dong,둔촌동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,3
463,11740107,Amsa-dong,암사동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,1
464,11740108,Seongnae-dong,성내동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,3
465,11740109,Cheonho-dong,천호동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,1
466,11740110,Gangil-dong,강일동,11740,Gangdong-gu,강동구,11,Seoul,서울특별시,2
